Id,Title,Description,Date,Duration,Type,Session,Track,Presenters,Materials
1139,"Phase supersensitivity in an unbalanced SU(1,1) interferometer","A nonlinear interferometer, generally, is a sequence of two nonlinear effects occurring coherently. We investigate the properties of such an interferometer consisting of two unseeded high-gain degenerate optical parametric amplifiers (DOPAs). This configuration is known in the literature as an SU(1,1) interferometer and it enables achieving the Heisenberg limit in phase sensitivity. Moreover, by making the two DOPAs unbalanced, the parametric gain of the second one considerably exceeding the one of the first one, one can overcome the detection losses [1].     In our experiment, we demonstrate a phase sensitivity overcoming the shot noise limit by more than 2dB, with the number of photons in the interferometer being between 1 and 10. We show that the phase sensitivity is considerably improved by increasing the parametric gain of the second DOPA.     The observed tolerance to detection losses will be very important for phase measurements, including the ones related to gravitational-wave detection, in ‘difficult’ spectral ranges where detection is inefficient.    [1] M. Manceau, F. Khalili, and M. Chekhova, New Journal of Physics 19, 013014 (2017).",2017-08-21 08:00:00+00:00,30 minutes,Talk,Workshop on continuous variables and quantum information,Workshop on Cont. Variables and Rel. Quantum Information,Maria Chekhova,
1142,Strange and Charm Baryon Spectroscopy at J-PARC,"I will introduce two activities on hadron spectroscopy at J-PARC.    (I) Since the $\Lambda(1405)$ hyperon is located just below the $\bar{K}N$ threshold,    it is said that $\Lambda(1405)$ is a deeply bound $\bar{K}N$ state.     There is a long standing argument if $\Lambda(1405)$ has     a so-called double pole structure [1,2,3]. In particular, a chiral    unitary model calculation claims that a pole coupled to the $\bar{K}N$ state    is located at around 1426 MeV [2]. In order to confirm this pole structure,    we propose an experimetal study to measure the $\bar{K}N\rightarrow\pi\Sigma$ scattering    below the $\bar{K}N$ threshold via the $(K^-,n)$ reaction on a deuterium target     at the J-PARC K1.8BR Beam Line [4]. Since the $d(K^-,n)X$ reaction is expected     to enhance the S-wave $\bar{K}N\rightarrow\pi\Sigma$ scattering even below the $\bar{K}N$ threshold,    the spectral shapes provide information on $\Lambda(1405)$ coupled to the $\bar{K}N$ state.    We measured pion-Sigma missing mass spectra in the $d(K^-,n)X$ reactions     in all possible isospin final states.     We will present the spectral shapes and discuss the nature of $\Lambda(1405)$.     (II) Baryons comprized with two light quarks and a heavy quark, such as charmed baryons,     provide unique opportunities to learn diquark correlations in a baryon.    It is important to investigate how quark correlations, such as     diquark and/or hadron clusters, are developped inside hadrons     in order to understand structure of exotic hadrons.    We are planning to construct a new platform on precision spectroscopy     of excited charmed baryons by using a high-resolution, high-momentum, intense pion beam    provided at the High-momentum Beam Line at J-PARC [5].     Masses, widths, decay branching ratios, and production/formation cross sections     of excited charmed baryons reflect their internal structure.    We will measure them by means of missing mass techniques via the $p(\pi^-,D^{*-})$ reaction.    [1] J.A. Oller and U.-G. Meissner, Phys. Lett. B500, 263 (2001).<br>    [2] D. Jido, J. A. Oller, E. Oset, A. Ramos, and U.-G. Meissner,        Nucl. Phys. A725, 181(2003).<br>    [3] T. Hyodo and W. Weise, Phys. Rev. C77, 035204 (2008).<br>    [4] H. Noumi et al., J-PARC E31 Proposal, 2009.<br>    [5] H. Noumi et al., J-PARC E50 Proposal, 2012.",2017-08-21 15:00:00+00:00,40 minutes,Talk,Workshop on Exotic Hadrons,Workshop on Exotic Hadrons,H. Noumi,
1143,Testing the superposition principle with individual trapped atoms,"We report on a stringent test of the *nonclassicality* of the motion of a massive quantum particle that propagates on a discrete lattice. Measuring temporal correlations of the position of single Cs atoms performing a quantum walk, we observe a 6σ violation of the Leggett-Garg inequality [1]. Our results rigorously exclude (i.e., falsify) any explanation of the motion of a Cs atom based on classical, well-defined trajectories, and indicate instead that the atom must propagate in a superposition of multiple trajectories. For this experimental test, we have devised a new technique to realize ideal negative measurements—namely, the ability to measure a physical object avoiding any direct interaction with it. Interaction-free measurements are a prerequisite for any rigorous LG test, as without it, violations can simply be attributed to an unwitting invasiveness on behalf of the experimenter, rather than to the absence of a *realistic* description.    In 1993, Elitzur and Vaidman proposed a different setup that exploits interaction-free measurements to detect the presence of an object— in a dramatic scenario, a bomb—without interacting with it. In a recent experiment [2], we have implemented the “bomb test” with a single atom trapped in a spin-dependent optical lattice. We show the relation between the Elitzur-Vaidman bomb tester and Leggett-Garg falsification experiments by demonstrating an experimental violation of the Leggett-Garg inequality by 21σ.    **References:**    [1] C. Robens, W. Alt, D. Meschede, C. Emary, and A. Alberti, Ideal Negative Measurements in Quantum Walks Disprove Theories Based on Classical Trajectories, Phys. Rev. X **5**, 011003 (2015).    [2] C. Robens, W. Alt, C. Emary, D. Meschede, and A. Alberti, Atomic “bomb testing”: the Elitzur–Vaidman experiment violates the Leggett–Garg inequality, Appl. Phys. B **123**, 12 (2016).",2017-08-23 15:00:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Andrea Alberti,
1147,The LUCID-2 detector,"The LUCID-2 detector is the main online and offline luminosity provider of the ATLAS experiment. It provides over 100 different luminosity measurements from different algorithms for each of the 2808 LHC bunches. LUCID was entirely redesigned in preparation for LHC Run 2: both the detector and the electronics were upgraded in order to cope with the challenging conditions expected at the LHC center of mass energy of 13 TeV with only 25 ns bunch-spacing. While LUCID-1 used gas as a Cherenkov medium, the LUCID-2 detector is in a new unique way using the quartz windows of small photomultipliers as the Cherenkov medium. The main challenge for a luminometer is to keep the efficiency constant during years of data-taking. LUCID-2 is using an innovative calibration system based on radioactive 207 Bi sources deposited on the quartz window of the readout photomultipliers. This makes it possible to accurately monitor and control the gain of the photomultipliers so that the detector efficiency can be kept stable at a percent level. A description of the detector and its readout electronics will be given, as well as preliminary results on the ATLAS luminosity measurement and related systematic uncertainties.",2017-08-21 14:00:00+00:00,30 minutes,Talk,Special Session on Instruments and Methods in HEP,A High Energy Particle Physics:,Antonio Sbrizzi,
1148,Pentaquark candidates in LHCb,all LHCb measurements related to pentaquark candidates will are presented. Possible interpretations of the Pc(4450) and Pc(4380) states will be discussed.,2017-08-22 14:10:00+00:00,40 minutes,Talk,Workshop on Exotic Hadrons,Workshop on Exotic Hadrons,Liming Zhang,
1149,DAMPING OF SIMPLE MODES OF HIGH-ENERGY NUCLEAR EXCITATIONS,"The physical content and some implementations of the semi-microscopic models, which are able to describe the high-energy single-quasiparticle and particle-hole-type nuclear excitations in medium-heavy mass spherical nuclei, are presented in this report. The particle-hole dispersive optical model, developed recently [1], is mainly discussed. Being an extension of the standard and non-standard continuum-RPA versions to a phenomenological (and in average over the energy) consideration of the spreading effect, the model possess a set of unique possibilities in description of the high-energy particle-hole-type nuclear excitations. This set includes the description: of the particle-hole strength distribution in a wide excitation-energy interval, which includes distant “tails” of giant resonances; of the double transition density, which determines the corresponding hadron-nucleus inelastic scattering cross sections; of direct-nucleon-decay properties of the mentioned excitations and related phenomena. Some implementations of the model [2, 3] are presented together with current results concerned with charge-exchange excitations.    As applied to description of deep-hole states, formulation of the single-quasiparticle dispersive optical model in terms od corresponding Green functions [4] is discussed. Such a method allows one to propose an unitary version of the model. This version is employed for a quantitative estimation of the spreading (dispersive) contribution to the optical-model potential.    This work is partially supported by RFBR (grant No. 15-02-08007).    List of references:    1.	M. H. Urin, Phys. At. Nucl. 74, 1189 (2011); Phys. Rev. C 87 044330 (2013).    2.	B. A. Tulupov and M. H. Urin, Phys. Rev. C 90, 034613 (2014).    3.	M. L. Gorelik, S. Shlomo, B, A. Tulupov, and M. H. Urin, Nucl. Phys. A 955, 116 (2016).    4.	G. V. Kolomiytsev, S. Yu. Igashov, and M. H. Urin, Phys. At. Nucl. 77, 1105 (2014); 80, №4 (2017) (in press).",2017-08-21 13:30:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Michael Urin,
1150,Search for rare and exotic Higgs Boson decay modes at CMS,"A summary of the searches for the rare decays, exotic production and decays of standard model Higgs boson is presented. Foe the rare decays, the results from  di-muon, Zgamma, gamma*gamma, J/psi gamma final states will be included. For the searches for exotic production and decays, the invisible and quasi invisible decays, lepton flavour violation (emu, etau, mutau) decays, decays to light scalars, will be reviewed.",2017-08-19 09:25:00+00:00,30 minutes,Talk,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Junquan Tao,
1151,Vorticity and polarization in baryon-rich matter formed in heavy ion collisions,We study the structure of vorticity and hydrodynamic helicity fields in peripheral heavy ion collisions using the kinetic Quark-Gluon String and Hadron-String Dynamics models. We observe the formation of specific toroidal structures of vorticity field (vortex sheets). Their existence is mirrored in the polarization of hyperons of the percent order. Its rapid decrease with energy was predicted and recently confirmed by STAR collaboration. The energy dependence is sensitive to the temperature dependent term derived and discussed in various theoretical approaches. The antihyperon polarization is of the same sign and larger magnitude. The crucial role of strange vector mesons is also discussed.,2017-08-19 09:50:00+00:00,30 minutes,Talk,W. Greiner Memorial Session,Walter Greiner Memorial session,Alexander Sorin,
1152,Towards topological quantum computer,"One of the principal obstacles on the way to quantum computers is the lack of distinguished basis in the space of unitary evolutions and thus the lack of the commonly accepted set of basic operations (universal gates). A natural choice, however, is at hand: it is provided by the quantum R-matrices, the entangling deformations of non-entangling (classical) permutations, distinguished from the points of view of group theory, integrable systems and modern theory of non-perturbative calculations in quantum field and string theory. Observables in this case are (square modules of) the knot polynomials, and their pronounced integrality properties could provide a key to error correction. We suggest to use R-matrices acting in the space of irreducible representations, which are unitary for the real-valued couplings in Chern-Simons theory, to build a topological version of quantum computing.",2017-08-25 11:30:00+00:00,30 minutes,Talk,Parallel session,Workshop on Quantum Foundations and Quantum Information,Sergey Mironov,
1153,Autonomous quantum machines and finite sized clocks,"The unitary itself is usually described by an external observer that manipulates an interaction. Including this control into a fully quantum description, a so-called “quantum clock”, is thus a critical step to placing quantum protocols on a firm footing as well as understanding the fundamental limitations of quantum clocks; especially since due to information gain-disturbance principles, it is impossible to perform these operations perfectly. Here we present a quantum clock that performs a general energy-preserving unitary autonomously with an error that is *exponentially* small in both the dimension and the energy of the quantum clock.    The full quantum setup, —system to be controlled plus quantum clock— is described by a time independent Hamiltonian. This is crucial if one desires to understand the full quantum limitations to control, since a time dependent Hamiltonian would require external control, not explicitly accounted for. The main result is to show that this setup with a clock initially in a Gaussian superposition state can implement to any desired precision, any energy preserving unitary on the system during an arbitrarily small time interval with a back-reaction on the clock which is exponentially small in both energy and clock dimension. How fast as a function of energy and dimension the error in the back-reaction approaches zero is of paramount importance for understanding quantum resource theories involving time and control, since if the decay in error is too slow, one would have to invest a lot of work in correcting the error, representing an unaccounted-for cost to quantum thermodynamic resource theories.    Previous to this work, it was only known that unitaries can be implemented perfectly in the infinite energy and dimension limit, from which it is impossible to estimate the true cost of control. The model we present for the quantum clock is based on a model introduced by Eugene Wigner in General Relativity and later investigated in the non-relativistic regime by Asher Peres. Crucially, we consider a quantum superposition of so-called “clock states”, in contrast to Asher’s study. This is a crucial difference, which due to quantum constructive and destructive interference, leads to a much more accurate clock which can achieve the exponentially small error.    Our contributions to the field of quantum clocks also has other applications. For example, rather than using the quantum clock to perform timed unitaries on quantum systems, one can also perform weak measurements on the clock to measure time. Preliminary results suggest that our clock outperforms classical clocks governed by stochastic dynamics and the quantum clocks in Asher Pere’s study.    In conclusion, our work has implications for the fundamental limitations to the precision of quantum clocks and other applications such as timed autonomous control via these quantum devices. Our work is also both a benchmark for future implementations, as well as introducing a conjecture on the fundamental limitations of clocks and control.    Pre-print available on Arxiv: 1607.04591",2017-08-22 14:20:00+00:00,20 minutes,Talk,Workshop on continuous variables and quantum information,Workshop on Cont. Variables and Rel. Quantum Information,Woods Mischa,
1154,Some Aspects of Neutron-Antineutron Oscillation,"We discuss certain aspects of neutron-antineutron transition breaking conservation of baryon charge. In particular, we analyze discrete C, P, T symmetries and comparison between oscillations in vacuum and limitations from nuclei stability.",2017-08-22 08:00:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Arkady Vainshtein,
1155,Quantum scattering beyond the plane-wave approximation,"We develop a quantum scattering theory with the different wave packets: coherent states, Schroedinger cats, vortex beams with orbital angular momentum, Airy beams, etc. Examples from QED, QCD and potential scattering on atoms are treated. A phase-space picture of the quantum scattering (via the Wigner functions) is developed and a contribution of possible negativity of the incoming packets' Wigner functions to the cross-section is studied. The means of extracting a contribution of phases of the scattering amplitudes (of a Coulomb- and a hadronic one) in a collision experiment beyond the plane-wave approximation are discussed.",2017-08-22 13:30:00+00:00,30 minutes,Talk,Parallel session,A High Energy Particle Physics:,Dmitry Karlovets,
1156,Bose condensation of triplons in quantum magnets,"We overview the physics  of magnetic Bose condensation and demonstrate    how the Bose condensation and the ""asymptotic freedom"" of magnons manifests     itself in a vicinity of a  quantum critical point. These effects have been already    observed experimentally and also in Quantum Monte Carlo lattice simulations.    We present a comparison of theory and observations.    Finally we predict an ultranarrow (long life time) Higgs excitation in    the magnetic Bose condensate phase.",2017-08-21 14:30:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Oleg Sushkov,
1157,Radiative transitions and the mixing parameters of the D meson,Spectroscopic parameters of heavy-light flavoured $D$ meson are obtained    within the framework of phenomenological quark-antiquark potential    (Coulomb plus linear confinement) model using the Gaussian wave function.    We incorporated $\mathcal{O}(1/m)$ to the potential energy term and    relativistic corrections to the kinetic energy term of the hamiltonian.    We obtain the radiative (electric and magnetic) transitions and the    mixing parameters of the $D_{q}^{0}-\bar{D}_{q}^{0}$ oscillation.    The results are compared with various experimental measurement as    well as other theoretical predictions.,2017-08-21 16:30:00+00:00,1 hour,Poster,Poster session,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,"Virendrasinh H. Kher, Nayneshkumar Devlani, Ajay Kumar Rai",
1159,Mixing of positive and negative frequency waves at the optical horizon,"There exist various conditions under which waves of positive and negative Klein-Gordon norm can be made to convert into each other.    For example, upon propagating  on a curved background, waves of positive and negative norm mix to generate outgoing waves.    As a result of this scattering process, field quanta are spontaneously emitted from the vacuum --- the most famous instance of this effect undoubtedly is the mixing of positive and negative norm waves at the horizon of black holes, which results in a steady thermal flux to be emitted from the hole, Hawking radiation [1].    The event horizon of the black hole is the point at which the curvature of spacetime is such that the escape velocity out to infinity becomes superluminal, thus restricting wave propagation to one direction only: toward the central singularity.    Wave propagation on a curved background geometry is not restricted to astrophysics: it is possible to realise an effectively curved geometry with moving wave media in the laboratory, and, in particular, the kinematics of waves at the horizon [2].    An artificial event horizon can be created when a refractive index front (RIF) is moving at the speed of light in a dispersive optical medium [3].    The RIF could be created by a pulse of light that modifies the refractive index by the optical Kerr effect --- a nonlinear effect by which the refractive index depends upon the square of the electric field in the medium.    Light under the pulse will be slowed and thus the front of the pulse exhibits --- for some frequencies --- a black-hole type horizon capturing light. The back of the pulse acts as an impenetrable barrier, a white-hole horizon.    Both event horizons separate two discrete regions: under the pulse, where light is slow and the pulse moves superluminally and outside the pulse, where the pulse speed is subluminal.    We reveal the properties of spontaneous emission from the vacuum at a moving refractive index step in a dispersive dielectric by expanding on an analytical model for light-matter interaction [4]. We establish the conditions for event horizons as a function of the speed and height of the step in the medium, and study the various configurations of modes of the field in the vicinity of the step with and without analogue horizons. We then analytically calculate the emission spectra from all modes of positive and negative norm in the laboratory frame [5]. We find that, as a result of the various mode configurations, the spectrum is highly structured into intervals with black hole-, white hole-, and no horizon.    The emission spectrum in the laboratory frame is found to be a combination of emissions corresponding to different frequencies in the frame moving with the pulse, leading to a characteristic shape. In particular, the existence of a peak in the ultraviolet, associated with emission into a mode with negative norm, is an interesting feature of our spectrum.    We show how emission in this peak may be stimulated by scattering a coherent wave at the horizon.    We also report on an experiment to study the dynamics of waves at the optical horizon.    A weak CW-probe is made to scatter on a RIF created by an intense, ultrashort pulse in a photonic crystal fibre under fine-tuned horizon-like conditions.    As a result of mode conversion at the horizon, light at different wavelengths is generated: the probe is partially shifted in frequency --- positive-to-positive norm conversion occurs as predicted by our theory.    Furthermore, we investigate the companion effect of stimulated emission in a negative norm wave.    The effect of mode conversion is clearly shown to be a feature of horizon physics.    This experiment is a stimulated version of the spontaneous quantum effect at the heart of Hawking radiation.    [1] S. Hawking, Nature 248, 30 (1974).    [2] W.G. Unruh, Phys. Rev. Let. 46 (1981).    [3] T.G. Philbin et al Science 319, 1367 (2008).    [4] S. Finazzi and I. Carusotto, Phys. Rev. A 87, 023803 (2013).    [5] M. Jacquet and F. Koenig, Phys. Rev. A 92, 023851 (2015).",2017-08-22 14:00:00+00:00,20 minutes,Talk,Workshop on continuous variables and quantum information,Workshop on Cont. Variables and Rel. Quantum Information,Maxime Jacquet,
1162,Single Higgs production at LHC as a probe for anomalous Higgs self coupling,"The Higgs trilinear coupling is still a missing piece in the Standard Model puzzle. Although its theoretical value can be extracted from its relation to the mass of the Higgs and the Fermi constant, its measurement through the double Higgs production is particularly challenging. We explore the possibility of probing an anomalous trilinear coupling indirectly, through the production and decay of a single Higgs. Indeed, although these processes do not depend on this coupling at tree level, they are sensitive to the Higgs self-coupling at NLO. This gives us the opportunity to derive the constraints on the trilinear coupling from various observables, like the signal strength of the different channels or the cross-section of the associate Higgs production with top quarks.",2017-08-19 12:00:00+00:00,30 minutes,Talk,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Pier Paolo Giardino,
1163,"Gluons, Heavy and Light Quarks in the QCD Vacuum","Outline of the talk is:    • QCD vacuum, QCD instanton vacuum [1].    • Instanton Liquid Model (ILM) vs Dyons Liquid Model (DLM) [2].    • Gluons in the ILM. Pobylitsa Eq. [3] for the gluon propagator in the ILM.    Dynamical gluon mass.    • Heavy quarks $Q$ in the ILM [4]. $Q\bar Q$-potential within the ILM.      • Heavy and light quarks in the ILM [5].     • Heavy quark light mesons interactions [6].    • Conclusion.    References    [1] D. Diakonov, Prog. Part. Nucl. Phys. 51(2003)173, arXiv:hep-ph/0212026;    T. Schäfer, E. Shuryak, Instantons in QCD, Rev.Mod.Phys. 70(1998)323, hep-ph/9610451;     [2] T.C. Kraan and P. van Baal, Phys. Lett. B428(1998)268, arXiv:hep-th/9802049; Nucl. Phys.    B533(1998)627, arXiv:hep-th/9805168; K. Lee and C. Lu, Phys. Rev. D58(1998)025011, arXiv:hep-th/9802108;    D. Diakonov, Nucl. Phys. Proc. Suppl. 195(2009)5, arXiv:0906.2456 [hep-ph];	    Yizhuang Liu, E. Shuryak, I. Zahed, Phys.Rev. D92(2015)085006, arXiv:1503.03058 [hep-ph];    [3] P. V. Pobylitsa, Phys. Lett. B226(1989)387;    [4] U. Yakhshiev, Hyun-Chul Kim, B. Turimov, M.M. Musakhanov, Emiko Hiyama, Instanton effects on the heavy-quark static potential,  Chinese Physics C (accepted for the publication), arXiv:1602.06074 [hep-ph];    [5] M. Musakhanov, Eur. Phys. J. C 9 (1999) 235; M. Musakhanov, Heavy-light quarks interactions in QCD vacuum, PoS BaldinISHEPPXXII (2015) 012, arXiv:1412.4472 [hep-ph];    [6] M. Musakhanov, Heavy-heavy and heavy-light quarks interactions generated by QCD vacuum,    EPJ Web Conf. 137 (2017) 03013, arXiv:1703.07825 [hep-ph].",2017-08-22 14:00:00+00:00,30 minutes,Talk,Parallel session,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Mirzayusuf Musakhanov,https://indico.cern.ch/event/559774/contributions/2647682/attachments/1508567/2351604/Musakhanov-ICNFP17-day2208-time17-room5.pdf
1164,Chaotic Quantum Many-Body Systems and Philosophy of Thermalization,"Quantum many-body chaos is described as a practical (theoretical. experimental, and computational) instrument in physics of mesoscopic systems of interacting particles.    Using nuclear, atomic and spin physics applications, it is shown that interactions of constituents    create stationary states of high complexity with respect to the mean-field basis with observable properties smoothly changing along the spectrum. Both local chaotic features and the global evolution along the spectrum are used to understand many-body physics and define    thermodynamic properties of isolated mesoscopic objects (no heat bath). Physical applications,    experimental, theoretical and computational, are discussed. Artificially introduced chaotic elements can be used to explore the landscape of possible states of the system and predict phase transformations.",2017-08-17 11:30:00+00:00,40 minutes,Lecture,Lectures,Lectures,Vladimir Zelevinsky,
1165,Covariant density functionals in nuclear physics and their microscopic origin.,"The description of the structure of nuclei in the framework of effective mean-field models are remarkably successful over almost the entire periodic table. Relativistic and non-relativistic versions of this approach enable an effective description of the nuclear many-body problem as an energy density functional. Such theories are used with great success in all quantum mechanical many-body systems. In Coulombic systems, density functional theory is exact and can be derived from the bare Coulomb force without additional phenomenological parameters.  In nuclear physics with spin and isospin degrees of freedom, the situation is much more complicated due to the strong nucleon-nucleon and three-body forces. At present, all attempts to derive these functionals directly from the bare forces do not reach the required accuracy. In recent years, however, there have been several attempts to derive semi-microscopic functionals. They start with microscopic Brueckner-Hartree-Fock calculations in nuclear matter.  These results are then mapped on a Walecka model to adjust in this way basic properties of the covariant density functionals. Only very few additional, phenomenological parameters are necessary to for a fine-tuning and in this way universal covariant density functionals have been derived  which provide an excellent description of ground states and excited states all over the periodic table with a high predictive power.    These semi-microscopic functionals suffer from the fact, that there form is not directly derived from ab initio calculations, only there parameters are adjusted. Therefore, recently, Relativistic Brueckner-Hartree-Fock    theory in finite nuclei has been used to derive the self-consistent mean field and the ground state properties of spherical doubly closed shell nuclei. Starting from a realistic bare nucleon-nucleon (NN) force adjusted to nuclear scattering data, the relativistic G-matrix is obtained as an effective interaction by  solving the Bethe-Goldstone equation in a self-consistent basis. This G-matrix is inserted in a relativistic Hartree-Fock code for finite nuclei and in each step of the iteration a new G-matrix is calculated by solving the Bethe-Goldstone equation for the Pauli-operator derived from the corresponding Fermi surface in the finite system. The self-consistent solution of this iteration process allows to calculate ground state properties of finite nuclei without any adjustable parameters. No three-body forces are used. First results are shown for the doubly magic nuclei $^{4}$He, $^{16}$O, and $^{48}$Ca. Their ground state properties, such as binding energies, charge radii, or spin-orbit splittings are largely improved as compared with the results obtained from non-relativistic Brueckner-Hartree-Fock theory. It is discussed that this theory provides a method to study  also the ground state properties of heavy nuclei in \textit{ab initio} calculations.    $^{*}$ Work supported by the DFG (Germany) cluster of excellence ""Origin and    Structure of the Universe"" (www.universe-cluster.de)",2017-08-21 12:30:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Peter Ring,
1166,Self-consistent description of particle-phonon coupling effects. Pole and tadpole diagrams.,"Since the famous article of 1959 by S.T. Belyaev [1], a crucial role of the first 2+ excitations in even-even nuclei, the quadrupole “phonons”, is one of conventional cornerstones of nuclear theory. The quadrupole phonons are the surface vibrations, belonging to the Goldstone branch  related to the spontaneous breaking of the translation symmetry in nuclei. In the modern self-consistent nuclear theories based on the use of the effective energy density functionals (EDFs), a problem of accounting for effects of particle-phonon coupling (PC) effects looks rather delicate as they are included to the EDF phenomenological parameters on average. Hence, there is a problem of ”double counting”.    Within the self-consistent Theory of Finite Fermi Systems (TFFS), we developed a model for    consideration of the PC corrections to electromagnetic moments of odd spherical nuclei in which the fluctuating part of such corrections is taken into account only. The main idea of this model is to separate and explicitly consider such PC diagrams that behave in a non-regular way, depending significantly on the nucleus under consideration and the single-particle state of the odd nucleon. The rest (and the major part) of the PC corrections is supposed to be regular and included in the initial values of the TFFS parameters. In addition to the usual pole diagrams, so-called tadpole ones are included to the calculation scheme. The self-consistent scheme we use is based on the Fayans EDF [2].    In such approach, the quadruple phonos are most important, as their collectivity behaves in a    non-regular way, changing dramatically from double magic nuclei to non-magic neighbors. The model is developed for semi-magic nuclei, which contain a superfluid subsystem and a normal one, and besides the odd nucleon belongs to the normal subsystem. It simplifies the problem drastically. In addition, a non-regular behavior of the PC corrections is typical namely for the normal subsystem  of a semi-magic nucleus. The model was used for finding PC corrections to the magnetic [3] and quadrupole [4] moments of the proton-odd neighbors of the even Pb and Sn isotopes.   Among the PC terms, the ”end correction” and the induced interaction one are sufficiently bigger than all other. However, they have opposite signs and cancel each other significantly. Therefore, the self-consistency of the calculations is of primary importance. In the result, ”small corrections”, in particular the one due to the magnetic moment or quadrupole moment of the phonon, play also a role. In the last case, the tadpole diagram is of principal importance. In our calculations, rather good description of the data was obtained without any adjusted parameters.    1. S.T. Belyaev, Mat.-Fys. Medd. Kgl. Dan. Wid. Selsk.,   31, 31 (1959).    2.  S.A. Fayans, S.V. Tolokonnikov, E.L. Trykov, and D. Zawischa, Nucl. Phys. A 676, 49 (2000).    3. E.E. Saperstein, S. Kamerdzhiev, S. Krewald, J. Speth, and S.V. Tolokonnikov, EPL 103, 42001 (2013).    4. E.E. Saperstein, S. Kamerdzhiev, S.V. Tolokonnikov, and D. Voitenkov, J. Phys. G: Nucl. Part. Phys.  44, 065104 (2016).",2017-08-22 09:30:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Eduard Saperstein,
1167,Electron Ion Collider: 3D-Imaging the Nucleon,"The Electron Ion Collider (EIC) is the project for a new US-based, high-energy, high-luminosity facility, capable of a versatile range of beam energies, polarizations, and ion species. Its primary goal is to precisely image quarks and gluons and their interactions inside hadrons, in order to investigate their confined dynamics and elucidate how visible matter is made at its most fundamental level. I will describe the current status of the project and briefly touch upon the main physics questions addressed by such a facility. If time allows, I will give few more details on the topic of Transverse Momentum Dependent parton distributions (TMDs).",2017-08-22 14:00:00+00:00,30 minutes,Talk,Special Session on Instruments and Methods in HEP,A High Energy Particle Physics:,Marco Radici,
1169,The Gamow Shell Model - Towards the unified theory of nuclear structure and reactions,"Gamow shell model (GSM), the complex-energy continuum shell model in Berggren basis, can be equivalently formulated either in the basis of Slater determinants, or in the basis of reaction channels, providing the unified approach to nuclear structure and reactions. In the Sater determinant representation, GSM is a tool par excellence for nuclear structure studies of bound and unbound many-body states. In the second representation, GSM provides the microscopic theory of low energy reactions and many-body resonances. In the talk, I will present this unified theory of structure and reactions and give examples of recent applications.",2017-08-22 10:00:00+00:00,30 minutes,Lecture,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Marek Ploszajczak,
1170,Multi Purpose Detector at NICA: Status and Prospects,"The Multi Purpose Detector (MPD) at the NICA Collider is under construction to study hot and baryon rich QCD matter in heavy ion collisions, up to gold, in the energy range √SNN = 4 -11 GeV. The program includes the study of collective phenomena, dilepton, hyperon and hypernuclei production under extreme conditions of highest net baryonic density.",2017-08-25 07:00:00+00:00,30 minutes,Talk,Workshop on Physics at FAIR-NICA-SPS-BES/RHIC,Workshop on Physics at FAIR-NICA-SPS-BES/RHIC,Vladimir Kekelidze,
1171,Varying constants quantum cosmologies,Varying speed of light (VSL) theories can be considered as another type of modified gravity theories. In such models the value of speed of light is usually represented by some additional dynamical scalar degree of freedom. In this talk I will consider some basic foundational concepts of VSL theories an argue that some of them can lead to interesting alternative scenarios of quantum cosmogenesis.,2017-08-21 16:30:00+00:00,1 hour,Poster,Poster session,Special session on Astro-Cosmo-Gravity,Adam Balcerzak,
1172,Locality and nonlocality in the interaction-free measurement,"We present a paradox involving a particle and a mirror. They exchange a nonlocal quantity - weak modular angular momentum, $\langle L_z ~\rm{mod}~2\hbar\rangle_w$ - but no local interaction between them seems to allow such an exchange. We demonstrate that the particle and mirror $do$ interact locally via a $local$ $current$ of $\langle L_z ~\rm{mod}~2\hbar\rangle_w$. In this sense, we transform the ""interaction-free measurement"" of Elitzur and Vaidman, in which two local quantities (the positions of a photon and a bomb in the two arms of a Mach-Zehnder interferometer) interact nonlocally, into a thought experiment in which two nonlocal quantities (the modular angular momentum of the particle and of the mirror) interact locally.",2017-08-24 07:00:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Daniel ROHRLICH,
